Incident_ID,Date,Quarter,School,City,State,School_Level,Location,During_School,Time_Period,First_Shot,Bullied,Domestic_Violence,Gang_Related,Preplanned
20051206CASAG,2005-12-06,Winter,Santiago High School,Garden Grove,CA,High,Football Field/Track,No,After School,3:00 PM,No,No,Yes,No
20060103NJLIJ,2006-01-03,Winter,Lincoln High School,Jersey City,NJ,High,Beside Building,Yes,Dismissal,3:20 PM,No,No,Yes,No
20060110DEMOW,2006-01-10,Winter,Mount Pleasant High School,Wilmington,DE,High,Basketball Court,No,Sport Event,,No,No,No,No
20060111WIMAM,2006-01-11,Winter,Mary McLeod Bethune Academy,Milwaukee,WI,K-8,Playground,Yes,Lunch,12:30 PM,No,No,No,No
20060113FLMIL,2006-01-13,Winter,Milwee Middle School,Longwood,FL,Middle,Classroom,Yes,Morning Classes,9:30 AM,No,No,No,No
20060113MIOSD,2006-01-13,Winter,Osborn High School,Detroit,MI,High,Hallway,Yes,Lunch,12:00 PM,No,No,No,No
20060113ALPIP,2006-01-13,Winter,Pinson Valley High School,Pinson,AL,High,Parking Lot,No,Sport Event,10:58 PM,No,No,,No
20060118MTFRA,2006-01-18,Winter,Fred Moodry Middle School,Anaconda,MT,Middle,Beside Building,Yes,Dismissal,,No,,No,No
20060118VAINC,2006-01-18,Winter,Indian River High School,Chesapeake,VA,High,Cafeteria,Yes,Lunch,11:00 AM,No,No,No,No
20060118TXPAA,2006-01-18,Winter,Passmore Elementary School,Alvin,TX,Elementary,Classroom,Yes,Morning Classes,11:55 AM,No,No,No,No
20060119OHWIC,2006-01-19,Winter,Withrow High School,Cincinnati,OH,High,Parking Lot,No,Evening,8:00 PM,No,No,No,No
20060123CAWIV,2006-01-23,Winter,Will C. Wood High School,Vacaville,CA,High,Gym,Yes,Morning Classes,9:45 AM,No,No,No,No
20060127TXLAG,2006-01-27,Winter,Lakeview Centennial High School,Garland,TX,High,Classroom,Yes,,,No,No,No,No
20060130MTCMG,2006-01-30,Winter,C M Russell High School,Great Falls,MT,High,Bathroom,Yes,School Start,8:00 AM,,No,No,No
20060203CALOC,2006-02-03,Winter,Longfellow Elementary School (bus),Compton,CA,Elementary,School Bus,Yes,Before School,8:20 AM,No,No,No,No
20060209DEWIN,2006-02-09,Winter,William Penn High School,New Castle,DE,High,Parking Lot,No,Sport Event,8:50 PM,No,No,No,No
20060215PAWEY,2006-02-15,Winter,West York Area High School,York,PA,High,Classroom,No,Evening,,No,No,No,No
20060221PAWEP,2006-02-21,Winter,Westinghouse High School,Pittsburgh,PA,High,Front of School,Yes,School Start,7:45 AM,No,No,,No
20060223ORROR,2006-02-23,Winter,Roseburg High School,Roseburg,OR,High,Hallway,Yes,Before School,7:45 AM,Yes,No,No,No
20060310NYISN,2006-03-10,Spring,I S 89 Middle School,New York,NY,Middle,Hallway,Yes,School Start,8:20 AM,No,No,No,No
20060314NVPIR,2006-03-14,Spring,Pine Middle School,Reno,NV,Middle,Classroom,Yes,Morning Classes,9:00 AM,Yes,No,No,Yes
20060405DCROW,2006-04-05,Spring,Roosevelt Senior High School,Washington,DC,High,Front of School,Yes,Morning Classes,9:15 AM,No,No,,No
20060418TXWEH,2006-04-18,Spring,Westbury High School (bus),Houston,TX,High,School Bus,Yes,After School,5:00 PM,No,No,,No
20060424NCEAC,2006-04-24,Spring,East Chapel Hill High School,Chapel Hill,NC,High,Classroom,No,Evening,5:00 PM,No,No,No,No
20060505FLPAM,2006-05-05,Spring,Parkway Academy,Miramar,FL,High,Parking Lot,No,School Event,11:35 PM,No,No,No,No
20060522SCBUI,2006-05-22,Spring,Butch Fork High School,Irmo,SC,High,Parking Lot,Yes,Morning Classes,10:00 AM,No,Yes,No,No
