Incident_ID,Date,Quarter,School,City,State,School_Level,Location,During_School,Time_Period,First_Shot,Bullied,Domestic_Violence,Gang_Related,Preplanned
20200108FLGLB,2020-01-08,Winter,Glades Central Community High School,Belle Glade,FL,High,Parking Lot,Yes,Afternoon Classes,1:00 PM,No,No,No,No
20200110MSMCJ,2020-01-10,Winter,McWillie Elementary School,Jackson,MS,Middle,School Bus,Yes,School Start,7:00 AM,No,No,No,No
20200111TXELD,2020-01-11,Winter,Ellis Davis Field House,Dallas,TX,High,Gym,No,Sport Event,9:10 PM,No,No,No,No
20200114TXBEH,2020-01-14,Winter,Bellaire High School,Houston,TX,High,Classroom,Yes,Dismissal,4:00 PM,No,No,No,No
20200114TXPOM,2020-01-14,Winter,Poteet High School,Mesquite,TX,High,Parking Lot,No,Sport Event,8:20 PM,No,No,No,No
20200117SCCAS,2020-01-17,Winter,Cane Bay High School,Summerville,SC,High,Parking Lot,Yes,Morning Classes,11:00 AM,,No,No,No
20200117MITHH,2020-01-17,Winter,Three Fires Elementary School,Howell,MI,Elementary,Parking Lot,Yes,Dismissal,3:15 PM,No,No,No,No
20200119TXNOF,2020-01-19,Winter,North Crowley Ninth Grade Campus,Fort Worth,TX,High,Parking Lot,No,Sport Event,7:00 PM,No,No,No,No
20200121ILLIC,2020-01-21,Winter,Lindblom Math & Science Academy High School,Chicago,IL,High,Front of School,No,Sport Event,6:30 PM,No,No,No,No
20200121NEPAL,2020-01-21,Winter,Park Middle School,Lincoln,NE,Middle,Parking Lot,No,Evening,5:45 PM,No,No,No,No
20200123CAOXO,2020-01-23,Winter,Oxnard's Christa McAuliffe Elementary School,Oxnard,CA,Elementary,Playground,Yes,Lunch,11:30 AM,N/A,,Yes,No
20200127WAROY,2020-01-27,Winter,Robertson Elementary School,Yakima,WA,Elementary,Playground,No,After School,3:30 PM,No,No,Yes,No
20200128TXLUL,2020-01-28,Winter,Lufkin Middle School,Lufkin,TX,High,Front of School,No,Sport Event,8:30 PM,No,No,Yes,No
20200128NYMAQ,2020-01-28,Winter,Martin Van Buren High School,Queens,NY,High,Beside Building,Yes,Dismissal,2:45 PM,No,No,No,No
20200128TNWHM,2020-01-28,Winter,White Station High School,Memphis,TN,High,Parking Lot,No,Evening,,No,No,No,No
20200131CADEA,2020-01-31,Winter,Deer Valley High School,Antioch,CA,High,Parking Lot,No,Sport Event,8:45 PM,No,No,No,No
20200201TXHIH,2020-02-01,Winter,Hicks Elementary School,Houston,TX,Elementary,Outside on School Property,No,Not a School Day,,No,No,No,No
20200203FLGEJ,2020-02-03,Winter,George Washington Carver Elementary School,Jacksonville,FL,Elementary,Parking Lot,No,Evening,5:30 PM,No,No,,No
20200204LABEA,2020-02-04,Winter,Beau Chene High School,Arnaudville,LA,High,Parking Lot,No,Sport Event,6:00 PM,No,No,Yes,No
20200205NHSEC,2020-02-05,Winter,Second Start Alternative High School,Concord,NH,High,Classroom,Yes,Morning Classes,10:00:00,,No,No,No
20200212MOJOF,2020-02-12,Winter,Johnson-Wabash Elementary School,Ferguson,MO,Elementary,School Bus,Yes,School Start,08:00:00,null,No,No,No
20200215DCDUW,2020-02-15,Winter,Dunbar High School,Washington,DC,High,Front of School,No,Sport Event,6:00 PM,No,No,,No
20200221NMCEA,2020-02-21,Winter,Cesar Chavez Community School,Albuquerque,NM,Other,Front of School,Yes,Morning Classes,11:20 AM,No,No,,No
20200302TXNOF,2020-03-02,Spring,North Forney High School,Forney,TX,High,Inside School Building,Yes,Morning Classes,11:00 AM,No,No,No,No
20200305FLSAW,2020-03-05,Spring,Sagemont School,Weston,FL,K-12,Parking Lot,Yes,Lunch,12:20 PM,No,No,No,No
20200310PASHN,2020-03-10,Spring,Shenango Area Schools (bus),New Castle,PA,Elementary,School Bus,Yes,School Start,08:43:00,No,No,No,No
20200313TNPIR,2020-03-13,Spring,Pine View Elementary,Rockwood,TN,Elementary,Office,Yes,Morning Classes,,N/A,N/A,N/A,N/A
20200315TXATH,2020-03-15,Spring,Atascocita High School,Humble,TX,High,Football Field/Track,No,Not a School Day,10:45 AM,No,No,No,No
20200318LABOS,2020-03-18,Spring,Booker T. Washington High School,Shreveport,LA,High,Parking Lot,No,Night,11:00 PM,No,No,No,No
20200324LAROM,2020-03-24,Spring,Roy Shelling Elementary School,Monroe,LA,Elementary,Parking Lot,No,Not a School Day,4:12 PM,No,No,Yes,No
20200330GANAS,2020-03-30,Spring,Narvie J. Harris Elementary School,Stonecrest,GA,Elementary,Parking Lot,No,Night,9:40 PM,No,No,No,No
20200413NEMOO,2020-04-13,Spring,Morton Middle School,Omaha,NE,Middle,Parking Lot,No,Not a School Day,10:15 AM,No,No,No,No
20200419NCABR,2020-04-19,Spring,Abbotts Creek Elementary School,Raleigh,NC,Elementary,Parking Lot,No,Night,02:00:00,No,No,No,No
20200505CAGOV,2020-05-05,Spring,Golden West High School,Visalia,CA,High,Parking Lot,No,Night,23:15:00,No,No,null,No
20200515NCSTC,2020-05-15,Spring,Stuart W Cramer High School,Cramerton,NC,High,Parking Lot,No,Night,,No,No,Yes,No
20200519VAWEM,2020-05-19,Spring,West Gate Elementary School,Manassas,VA,Elementary,Beside Building,No,Not a School Day,2:40 PM,No,No,No,No
20200522OHMIC,2020-05-22,Spring,Miles Elementary School,Cleveland,OH,Elementary,Beside Building,No,Night,1:30 AM,No,No,,No
20200525ALORM,2020-05-25,Spring,O Rourke Elementary School,Mobile,AL,Elementary,Parking Lot,No,Night,1:30 AM,No,No,No,No
20200527OHLUC,2020-05-27,Spring,Luis Munoz Marin Middle School,Cleveland,OH,Middle,Parking Lot,No,Night,11:30 PM,No,No,No,No
20200603IAGAD,2020-06-03,Summer,Garfield Elementary School,Davenport,IA,Elementary,Front of School,No,Not a School Day,12:55 PM,No,No,,No
20200616FLTOM,2020-06-16,Summer,Touissant Louverture Elementary School,Miami,FL,Elementary,Front of School,No,Night,11:15 PM,No,No,Yes,No
20200618INJOI,2020-06-18,Summer,Joyce Kilmer School 69,Indianapolis,IN,Elementary,Beside Building,No,Night,1:30 AM,No,No,,No
20200621INCOC,2020-06-21,Summer,Columbus East High School,Columbus,IN,High,Beside Building,No,Night,5:30 AM,No,No,No,No
20200627VAHAS,2020-06-27,Summer,Halifax County Middle School,South Boston,VA,Middle,Football Field/Track,No,Night,10:00 PM,No,No,,No
20200630OHLAW,2020-06-30,Summer,Lakota Career Readiness Academy,West Chester Township,OH,K-12,Front of School,No,Before School,null,No,No,No,No
20200701ILFRP,2020-07-01,Summer,Frost Elementary School,Prospect Heights,IL,Elementary,Parking Lot,No,Not a School Day,4:35 PM,No,No,Yes,No
20200704INLAM,2020-07-04,Summer,Lake Hills Elementary School,Michigan City,IN,Elementary,Parking Lot,No,Night,null,No,No,No,No
20200714MIWID,2020-07-14,Summer,Willow Woods Elementary School,Detroit,MI,Elementary,Parking Lot,No,Not a School Day,null,No,No,No,No
20200721SCBRO,2020-07-21,Summer,Brookdale Elementary School,Orangeburg,SC,Elementary,Basketball Court,No,Night,9:00 PM,No,No,,No
20200727AZCAO,2020-07-27,Summer,Canyon del Oro High School,Oro Valley,AZ,High,Beside Building,No,Not a School Day,16:00:00,No,No,No,No
20200729ILCOC,2020-07-29,,Collinsville High School,Collinsville,IL,High,Beside Building,No,Night,21:14:00,,No,,No
20200804PAKEP,2020-08-04,Summer,Kelly Elementary School,Pittsburg,PA,Elementary,Beside Building,No,Not A School Day,12:15:00,No,No,No,No
20200817MIABG,2020-08-17,Summer,Aberdeen K-8 School,Grand Rapids,MI,K-8,Beside Building,No,Not a School Day,16:30:00,No,No,,No
20200825MOWEC,2020-08-25,Summer,West Middle School,Columbia,MO,Middle,Football Field/Track,No,Night,03:30:00,No,No,,No
20200830TXLOD,2020-08-30,Summer,L.O. Donald Leadership Academy,Dallas,TX,Elementary,Playground,No,Night,22:00:00,No,No,No,No
20200903GADOA,2020-09-03,Fall,Dougherty Comprehensive High School,Albany,GA,High,Parking Lot,No,Not a School Day,08:15:00,No,No,,No
20200904FLLOJ,2020-09-03,Fall,Lone Star Elementary School,Jacksonville,FL,Elementary,Beside Building,No,Night,23:45:00,No,No,No,No
20200909TXSOH,2020-09-09,Fall,Southmayd Elementary School,Houston,TX,Elementary,Front of School,Yes,Morning Classes,21:50:00,No,No,Yes,No
20200909PAWEW,2020-09-09,Fall,West Bradford Elementary School,West Bradford Township,PA,Elementary,Parking Lot,No,Evening,18:35:00,No,No,No,No
20200910OHSAC,2020-09-10,Fall,Saint Francis DeSales High School,Columbus,OH,High,School Bus,Yes,Dismissal,15:45:00,No,No,,No
20200910ILPEP,2020-09-14,Fall,Peoria Public Schools Bus,Peoria,IL,,School Bus,Yes,Afternoon Classes,13:45:00,No,No,,No
20200916WAARG,2020-09-15,Fall,Artondale Elementary School,Gig Harbor,WA,Elementary,Beside Building,No,Evening,08:30:00,No,No,No,No
20200915UTVIB,2020-09-15,Fall,Viewmont High School,Bountiful,UT,High,Front of School,No,Night,22:27:00,No,No,No,No
20200915SCYOR,2020-09-15,Fall,York County School Bus,Rock Hill,SC,,School Bus,Yes,Dismissal,14:45:00,No,No,No,No
20200916CASOS,2020-09-16,Fall,Sonora High School,Sonora,CA,High,Parking Lot,No,Night,23:46:00,No,No,,No
20200917ORDRP,2020-09-17,Fall,Dr. Martin Luther King Jr. Elementary School,Portland,OR,Elementary,Outside on School Property,No,Night,21:37:00,No,No,,No
20200917OHELA,2020-09-17,Fall,Ellet High School,Akron,OH,High,Football Field/Track,No,Sport Event,20:00:00,No,No,,No
20200918KYWIL,2020-09-18,Fall,Winburn Middle School,Lexington,KY,Middle,Basketball Court,No,Evening,20:30:00,No,No,,No
20200919CAKRS,2020-09-19,,Krouzian Zekarian Vasbouragan Armenian School,San Francisco,CA,K-8,Outside on School Property,No,Night,14:25:00,No,No,,No
20200920UTLIS,2020-09-20,Fall,Liberty Elementary School,Salt Lake City,UT,Elementary,Field (General),No,Not a School Day,16:00:00,No,No,,No
20200921CAPLP,2020-09-21,Fall,Pleasant Hill Elementary School,Pleasant Hill,CA,Elementary,Beside Building,No,Evening,null,No,No,No,No
20200923FLHIJ,2020-09-23,Fall,Highlands Middle School,Jacksonville,FL,Middle,School Bus,Yes,Dismissal,16:30:00,No,No,No,No
20200923PAWIW,2020-09-23,Fall,William Tennent High School,Warminster,PA,High,Parking Lot,No,After School,16:55:00,No,No,No,No
20200924ILMCS,2020-09-24,Fall,McClernand Elementary School,Springfield,IL,Elementary,Beside Building,Yes,Afternoon Classes,12:33:00,No,No,No,No
20200924CAWAC,2020-09-24,Fall,Walt Hanline Middle School,Ceres,CA,Middle,Classroom,Yes,Afternoon Classes,null,No,No,,No
20200925NJHAH,2020-09-25,Fall,Haledon Public School,Haledon,NJ,K-8,Beside Building,No,Evening,19:08:00,No,,,No
20200925ILROR,2020-09-25,Fall,Rock Island Academy,Rock Island,IL,Elementary,Hallway,No,,23:00:00,No,No,,No
20200928CTEAN,2020-09-28,Fall,East Rock Community Magnet School,New Haven,CT,K-8,Beside Building,No,Before School,06:13:00,No,No,,No
20200930CADYL,2020-09-30,Fall,Dymally High School,Los Angeles,CA,High,Front of School,Yes,Afternoon Classes,null,No,No,,No
20201002PAMAE,2020-10-02,Fall,Marple-Newtown School Bus,Exton,PA,,School Bus,,,null,No,No,No,No
20201004NEADL,2020-10-04,Fall,Adam’s Elementary School,Lincoln,NE,Elementary,Parking Lot,No,,null,No,No,,No
20201005ARKIH,2020-10-05,Fall,KIPP Delta Elementary School,West Helena,AR,Elementary,Front of School,Yes,Dismissal,15:00:00,No,Yes,No,No
20201005OKSOM,2020-10-05,Fall,Southridge Junior High,Moore,OK,High,School Bus,Yes,Before School,null,,No,No,No
20201009FLJEJ,2020-10-09,Fall,Jean Ribault High School,Jacksonville,FL,High,,,,14:00:00,No,No,No,No
20201012TXNOD,2020-10-12,Fall,North Dallas High School,Dallas,TX,High,Parking Lot,Yes,Afternoon Classes,null,No,No,No,No
20201012MNSHS,2020-10-12,Fall,Shakopee High School,Shakopee,MN,High,Field (General),No,School Event,17:30:00,No,No,No,No
20201013RIRHP,2020-10-13,Fall,Rhode Island School for the Deaf ,Providence,RI,K-12,Parking Lot,No,After School,16:30:00,No,No,,No
20201014PABRB,2020-10-14,Fall,Bradford Area School District,Bradford,PA,,School Bus,Yes,After School,null,No,No,No,No
20201014WAWAS,2020-10-14,Fall,Washington Elementary School,Sunnyside,WA,Elementary,Front of School,Yes,Morning Classes,10:40:00,No,No,No,No
20201018KYSEL,2020-10-18,Fall,Seneca High School,Louisville,KY,High,Parking Lot (Bus),No,Not a School Day,13:26:00,No,No,,No
20201020ARJAP,2020-10-20,Fall,Jack Robey Junior High School,Pine Bluff,AR,Junior High,Parking Lot,No,Night,21:15:00,No,No,Yes,No
20201024CTSTS,2020-10-24,Fall,Stillwater Elementary School,Stamford,CT,Elementary,Beside Building,No,Night,23:36:00,No,,,No
20201026GARIR,2020-10-26,Fall,Riverdale High School,Riverdale,GA,High,Parking Lot,No,Evening,17:22:00,No,No,No,No
20201028NYROR,2020-10-28,Fall,Rochester Prep Charter School,Rochester,NY,K-12,Front of School,No,Evening,17:00:00,No,No,,No
20201029FLLAM,2020-10-29,Fall,Lawton Chiles Middle School,Miramar,FL,Middle,Parking Lot,No,Night,23:15:00,No,No,,No
20201102COERE,2020-11-02,Fall,Erie High School,Erie,CO,High,Cafeteria,No,Night,00:05:00,,No,No,No
20201106AZKHT,2020-11-06,Fall,Khalsa Montessori Charter,Tuscon,AZ,Elementary,Parking Lot,Yes,Morning Classes,10:00:00,No,No,No,No
20201108INTET,2020-11-08,Fall,Terre Haute South Vigo High School,Terre Haute,IN,High,Parking Lot,No,Not a School Day,16:39:00,No,No,,No
20201109CABAL,2020-11-09,Fall,Baldwin Elementary School,La Puente,CA,Elementary,Beside Building,No,Night,null,No,No,No,No
20201109TXCOH,2020-11-09,Fall,Collins Elementary School,Houston,TX,Elementary,Parking Lot,No,Night,null,No,No,,No
20201112CACEU,2020-11-12,Fall,Cesar Chavez Middle School,Union City,CA,Middle,Parking Lot,No,Evening,17:35:00,No,No,,No
20201112PANAH,2020-11-12,Fall,Nativity School of Harrisburg,Harrisburg,PA,Middle,Parking Lot,No,Evening,17:30:00,No,No,,No
20201113NCLIL,2020-11-13,Fall,Lincoln Elementary School,Leland,NC,Elementary,Playground,Yes,Afternoon Classes,14:15:00,No,No,No,No
20201116TNWIM,2020-11-16,Fall,Winridge Elementary School,Memphis,TN,Elementary,Beside Building,No,,null,No,Yes,No,No
20201117MTGRG,2020-11-17,,Great Falls High School,Great Falls,MT,High,Front of School,No,Evening,18:55:00,No,No,No,No
20201117TXWEW,2020-11-17,Fall,Weatherford High School,Weatherford,TX,High,Beside Building,Yes,Afternoon Classes,14:00:00,,No,No,No
20201125KSABG,2020-11-25,Fall,Abe Hubert Elementary School,Garden City,KS,Elementary,Parking Lot,No,Not a School Day,12:45:00,No,Yes,No,No
20201124NCHEH,2020-11-25,Fall,Hendersonville Middle School,Hendersonville,NC,Middle,Gym,Yes,Morning Classes,07:45:00,,,No,
20201207ILEAC,2020-12-06,Winter,East Chicago Academy of Visual and Performing Arts,Chicago,IL,High,Front of School,No,Night,null,No,No,,No
20201211VATAY,2020-12-11,Winter,Tabb Middle School,Yorktown,VA,Middle,Basketball Court,No,Evening,16:38:00,No,No,,No
20201216ILDUC,2020-12-16,Winter,Dubois Elementary School,Chicago,IL,Elementary,Parking Lot,No,Night,23:30:00,No,No,,No
20201225FLYOP,2020-12-25,Winter,Youth Under Construction Youth Center,Pompano Beach,FL,High,Parking Lot,No,School Event,23:00:00,,No,,No
20201229WAROS,2020-12-29,Winter,Rogers High School,Spokane,WA,High,Parking Lot,No,Evening,17:30:00,No,No,,No
20210104NYPEJ,2021-01-04,Winter,Perth Bible Church and Christian Academy,Johnstown,NY,6-12,Field (General),Yes,Morning Classes,null,No,No,No,No
20210110ILSOS,2021-01-10,Winter,Southeast High School,Springfield,IL,High,Parking Lot,No,Not a School Day,15:17:00,No,,,No
20210114MDHIW,2021-01-14,Winter,Highland Elementary School,Wheaton,MD,Elementary,Parking Lot,No,Before School,05:40:00,No,No,,No
20210121OHEAC,2021-01-21,Winter,Eastmoor Academy,Columbus,OH,High,Parking Lot,No,Evening,19:30:00,No,No,,No
20210121OKLOG,2021-01-21,Winter,Lower Elementary School,Grove,OK,Elementary,Parking Lot,Yes,Dismissal,15:00:00,No,No,No,No
20210127MSHAH,2021-01-27,Winter,Hattiesburg High School,Hattiesburg,MS,High,Off School Property,Yes,School Start,08:00:00,No,No,No,
20210127FLHOH,2021-01-27,Winter,Holly Hill School,Holly Hill,FL,K-8,Gym,Yes,Afternoon Classes,null,,No,,Yes
20210201MIMUD,2021-02-01,Winter,Muslim American Youth Academy,Dearborn,MI,K-8,Gym,No,Night,23:00:00,No,No,,No
20210205MDBEM,2021-02-05,Winter,Benjamin Stoddert Middle School,Marlow Heights,MD,Middle,Football Field/Track,No,Evening,17:00:00,No,No,,No
20210208MISCG,2021-02-08,Winter,School Bus,Grand Rapids,MI,,School Bus,Yes,Dismissal,15:57:00,No,No,,No
20210210TXFOF,2021-02-10,Winter,Forest Oak Middle School,Fort Worth,TX,Middle,Front of School,No,Night,00:30:00,No,No,,No
20210210NJSCP,2021-02-10,Winter,School Number 15,Paterson,NJ,Elementary,Beside Building,No,Night,01:51:00,No,null,null,No
20210210LASTS,2021-02-10,Winter,St. Martinville Head Start Center,St. Martinville,LA,Other,Cafeteria,Yes,Lunch,12:04:00,No,No,Yes,No
20210214MNROM,2021-02-14,Winter,Roosevelt High School,Minneapolis,MN,High,Front of School,No,Night,22:30:00,No,,,No
20210216NCTHS,2021-02-16,Winter,Third Creek Elementary School,Statesville,NC,Elementary,School Bus,Yes,School Start,08:00:00,No,No,No,No
20210217TNKNK,2021-02-17,Winter,Christenberry Elementary School,Knoxville,TN,Elementary,School Bus,Yes,Dismissal,14:45:00,No,,,No
20210219ILLIR,2021-02-19,Winter,Lincoln Middle School,Rockford,IL,Middle,Front of School,Yes,Afternoon Classes,12:50:00,No,,,No
20210222CAHOV,2021-02-22,Winter,Houston Elementary School,Visalia,CA,Elementary,Front of School,No,Night,04:00:00,No,,,No
20210224WAGAY,2021-02-24,Winter,Garfield Elementary School,Yakima,WA,Elementary,Parking Lot,Yes,Afternoon Classes,12:10:00,No,No,Yes,No
20210226LAGEN,2021-02-26,,George Washington Carver High School,New Orleans,LA,High,Hallway,No,Sport Event,18:15:00,No,No,No,No
20210301ARWAP,2021-03-01,Spring,Watson Chapel Junior High,Pine Bluff,AR,Junior High,Hallway,Yes,Morning Classes,09:59:00,No,No,No,No
20210308SCEDC,2021-03-08,Spring,Chesterfield Elementary School,Chesterfield,SC,Elementary,Parking Lot,Yes,Afternoon Classes,13:30:00,No,Yes,No,No
20210309OHBIC,2021-03-09,Spring,Bishop Hartley High School,Columbus,OH,High,Gym,Yes,Morning Classes,20:50:00,No,,,No
20210309TNSAK,2021-03-09,Spring,Sarah Moore Greene Elementary,Knoxville,TN,Elementary,Parking Lot,Yes,Afternoon Classes,13:30:00,No,null,null,No
20210311OHCIC,2021-03-11,Spring,Cincinnati College Preparatory Academy,Cincinnati,OH,K-12,Front of School,Yes,School Start,08:00:00,No,No,,No
20210313TXLEA,2021-03-13,Spring,Lee Elementary School,Abilene,TX,Elementary,Football Field/Track,No,Night,21:00:00,No,null,null,No
20210315INMEM,2021-03-15,Spring,Merrillville High School,Merrillville,IN,High,Parking Lot,No,Night,00:15:00,No,No,No,No
20210318KYGRL,2021-03-18,Spring,Greenwood Elementary School,Louisville,KY,Elementary,Cafeteria,Yes,Lunch,12:44:00,No,Yes,No,No
20210319WVSPM,2021-03-19,Spring,Spring Mills Middle School,Martinsburg,WV,Middle,School Bus,Yes,Dismissal,15:00:00,null,No,No,No
20210324ORFOS,2021-03-24,Spring,Four Corners Elementary School,Salem,OR,Elementary,Parking Lot,No,Evening,16:20:00,No,No,No,No
20210326MOCAS,2021-03-26,Spring,Castlio Elementary School,St Charles,MO,Elementary,Parking Lot,No,Night,02:00:00,No,No,No,No
20210327MAPEC,2021-03-27,Spring,Peabody Elementary School,Cambridge,MA,Elementary,Basketball Court,No,Night,00:40:00,No,null,null,No
20210401OKCLC,2021-04-01,Spring,Cleveland High School,Cleveland,OK,High,School Bus,Yes,Evening,null,No,No,No,No
20210401ALSES,2021-04-01,Spring,Selma High School,Selma,AL,High,Cafeteria,Yes,Lunch,13:00:00,null,No,null,No
20210406ILBAC,2021-04-06,Spring,Back of the Yards College Prep High School,Chicago,IL,High,Beside Building,Yes,Afternoon Classes,14:00:00,No,No,No,No
20210407ILPEP,2021-04-07,Spring,Peoria High School,Peoria,IL,High,Inside School Building,Yes,Morning Classes,10:00:00,null,No,null,No
20210411INBIH,2021-04-11,Spring,Bishop Noll Institute,Hammond,IN,High,Parking Lot,No,Night,21:20:00,No,Yes,No,No
20210412TNAUK,2021-04-12,Spring,Austin-East Magnet High School,Knoxville,TN,High,Bathroom,Yes,Afternoon Classes,15:15:00,No,Yes,No,No
20210412CASAS,2021-04-12,Spring,San Diego High School,San Diego,CA,High,Football Field/Track,No,Evening,20:45:00,No,No,No,No
20210413TNMAC,2021-04-13,Spring,Maury County Public Schools Bus No. 50,Columbia,TN,null,School Bus,Yes,Dismissal,16:00:00,No,No,No,No
20210418OHWED,2021-04-18,Spring,Westwood Elementary School,Dayton,OH,Elementary,Playground,No,Not a School Day,16:15:00,No,No,null,No
20210420TXHAH,2021-04-20,Spring,Harker Heights High School,Harker Heights,TX,High,Parking Lot,No,Night,23:09:00,No,No,No,No
20210426MNPLP,2021-04-26,Spring,Plymouth Middle School,Plymouth,MN,Middle,Hallway,Yes,Morning Classes,08:44:00,null,No,No,null
20210427TNLAM,2021-04-27,Spring,La Petite Academy,Memphis,TN,Other,Front of School,Yes,Dismissal,16:00:00,No,No,No,No
20210427DESMS,2021-04-27,Spring,Smyrna Middle School,Smyrna,DE,Middle,Parking Lot,Yes,Morning Classes,22:25:00,No,Yes,No,No
20210429NYURB,2021-04-29,Spring,Urban Dove Charter School,Brooklyn,NY,High,Front of School,Yes,Dismissal,14:45:00,No,No,null,No
20210429CAVIV,2021-04-29,Spring,Victor Valley High School,Victorville,CA,High,Parking Lot,Yes,Lunch,12:07:00,No,No,No,No
20210430INMAI,2021-04-30,Spring,Mary Castle Elementary School,Indianapolis,IN,Elementary,Parking Lot,Yes,Afternoon Classes,13:00:00,No,Yes,No,No
20210501MNBES,2021-05-01,Spring,Benjamin E Mays School,St. Paul,MN,Elementary,Front of School,No,Night,23:34:00,No,No,null,No
20210502ILCHC,2021-05-02,Spring,Chicago Bulls College Prep High School,Chicago,IL,High,Front of School,No,Night,23:10:00,No,No,null,No
20210505MICRC,2021-05-05,Spring,Crossroads Alternative High,Cutlerville,MI,High,Front of School,Yes,Afternoon Classes,14:00:00,No,No,null,No
20210505SCWAW,2021-05-05,Spring,Ware Shoals High School,Ware Shoals,SC,High,Parking Lot,Yes,School Start,08:05:00,null,No,No,null
20210506SCFOC,2021-05-06,Spring,Forest Lake Elementary,Columbia,SC,Elementary,School Bus,Yes,Before School,07:00:00,No,No,No,No
20210506IDRIR,2021-05-06,Spring,Rigby Middle School,Rigby,ID,Middle,Inside School Building,Yes,Morning Classes,09:15:00,null,No,No,Yes
20210511NYPSB,2021-05-11,Spring,P.S. 178 Saint Clair Mckelway Grade School,Brooklyn,NY,K-8,Front of School,No,Evening,17:02:00,No,No,null,No
20210511CAVEL,2021-05-11,Spring,Verbum Dei High School,Los Angeles,CA,High,School Bus,Yes,Afternoon Classes,15:00:00,No,No,No,No
20210514CASAS,2021-05-14,Spring,San Mateo High School,San Mateo,CA,High,Parking Lot,No,Night,21:00:00,No,No,null,No
20210517TNAUM,2021-05-17,Spring,Aurora Collegiate Academy,Memphis,TN,Elementary,Front of School,Yes,Morning Classes,07:45:00,No,No,No,No
20210517TXBRE,2021-05-17,Spring,Brown Middle School,El Paso,TX,Middle,Classroom,Yes,Afternoon Classes,null,null,No,No,null
20210517MDLOC,2021-05-17,Spring,Long Reach High School,Columbia,MD,High,Parking Lot,Yes,Morning Classes,09:25:00,No,Yes,No,No
20210525NJPAP,2021-05-25,Spring,Paterson School 6,Paterson,NJ,Elementary,Front of School,Yes,Afternoon Classes,null,No,No,null,No
20210601ILLIC,2021-06-01,Summer,Lincoln Park High School,Chicago,IL,High,Parking Lot,No,Evening,19:30:00,null,No,null,No
20210606VADRA,2021-06-06,null,Dr. Charles R. Drew Elementary School,Arlington,VA,Elementary,Parking Lot,No,Night,02:17:00,No,No,null,No
20210607TXEAF,2021-06-07,null,Eastern Hills High School,Fort Worth,TX,High,Parking Lot,No,Sport Event,17:20:00,No,No,null,No
20210608KSHAK,2021-06-08,Summer,Hazel Grove Elementary,Kansas City,KS,Elementary,Front of School,Yes,Afternoon Classes,12:00:00,No,No,null,No
20210608PAMUS,2021-06-08,Summer,Musser Elementary School,Sharon,PA,Elementary,Parking Lot,No,Evening,20:42:00,No,No,null,No
20210609TXNOH,2021-06-09,Summer,North Forest High School,Houston,TX,High,Parking Lot,Yes,School Event,10:20:00,No,No,No,No
20210609VAWIR,2021-06-09,null,William Fleming High School,Roanoke,VA,High,Parking Lot,No,Sport Event,14:00:00,No,No,null,No
20210610CTHOW,2021-06-10,Summer,Holy Cross High School,Waterbury,CT,High,Field (General),No,Before School,06:00:00,No,No,No,No
20210612MOMCF,2021-06-12,Summer,McCluer North High School,Florissant,MO,High,Outside on School Property,No,Night,01:00:00,null,No,No,No
20210613PAPAC,2021-06-13,Summer,Park Elementary School,Columbia,PA,Elementary,Parking Lot,No,Not a School Day,08:00:00,No,No,No,No
20210613PAWIP,2021-06-13,Summer,William Dick School,Philadelphia,PA,K-8,Basketball Court,No,Night,23:30:00,No,No,null,No
20210614TXEAF,2021-06-14,Summer,Eastern Hills High School,Fort Worth,TX,High,Parking Lot,No,Evening,19:30:00,No,No,No,No
20210614NCRJW,2021-06-14,Summer,R.J. Reynolds High School,Winston-Salem,NC,High,Beside Building,No,Not a School Day,15:55:00,No,Yes,No,No
20210614NCROR,2021-06-14,Summer,Rowland Middle School,Rowland,NC,Middle,Parking Lot,No,Evening,18:00:00,No,No,null,No
20210620CAGRM,2021-06-20,Summer,Modesto Christian School,Modesto,CA,K-12,Parking Lot,No,Not a School Day,06:30:00,No,No,No,No
20210624ILABR,2021-06-24,Summer,Abraham Lincoln Middle School,Rockford,IL,Middle,Front of School,No,Evening,19:35:00,No,No,null,No
20210628CASLF,2021-06-28,Summer,Slater Elementary School,Fresno,CA,Elementary,Field (General),No,Not a School Day,09:00:00,No,No,null,No
20210704NYDRR,2021-07-04,Summer,Dr. Louis A. Cerulli School No. 34,Rochester,NY,High,Parking Lot,No,Night,01:00:00,No,No,null,No
20210708ILBEC,2021-07-08,Summer,Benito Juarez Community Academy,Chicago,IL,High,Front of School,Yes,Afternoon Classes,12:09:00,No,No,null,No
20210709KSCAW,2021-07-09,Summer,Campus High School,Wichita,KS,High,Field (General),No,Not a School Day,15:00:00,No,No,No,No
20210718ARFOL,2021-07-18,Summer,Forest Park Elementary,Little Rock,AL,Elementary,Basketball Court,No,Not a School Day,18:01:00,No,No,null,No
20210719TXCAC,2021-07-19,Summer,Caldwell High School,Caldwell,TX,High,Parking Lot,Yes,Afternoon Classes,13:01:00,No,No,No,No
20210721ILTHC,2021-07-21,Summer,Theodore Herzl Elementary School,Chicago,IL,Elementary,Front of School,No,Evening,18:05:00,No,No,null,No
20210727WATYS,2021-07-27,Summer,Tyee High School,SeaTac,WA,High,Basketball Court,No,Night,21:18:00,No,No,null,No
